created-at,username,text,extr-places,extr-latlon
2017-07-24 08:36:23,udta_punjabii,RT @moneycontrolcom: States delay flood control projects by 13 years: CAG https://t.co/A2tVbuAyAB via @nikita_vashisht https://t.co/m7zlkWt…,RT,
2017-07-24 08:36:05,DaveRuturaj,RT @ChaudharyDixit5: @ChaudhryShankar sir review flood situation of Banaskantha.! https://t.co/9ZiaxozkDb,RT| ChaudhryShankar| Banaskantha,[][]
2017-07-24 08:35:41,gopimaniar,Minister @ChaudhryShankar review flood situation at #Banaskantha https://t.co/2vAR6seSPx,,NA
2017-07-24 08:35:40,viren_kanadia,"An LED FLOOD LIGHT is a source of bright white light, which it beams..For more info visit... https://t.co/aXAzTeEY3k https://t.co/yMkMzRZjqm",LED,NA
2017-07-24 08:35:13,MirrorNow,Flood-like situation in #Rajasthan's Jalore; residents struggle as water entered into residential areas.,Rajasthan| Jalore,[][]
2017-07-24 08:34:53,rahul_krrajan,"RT @ArindomPanging: FLOOD-POVERTY-DESERT-BACKWARD IN ASSAM..Arindom Prince Panging, Adviser, All India Tribal Students Association Assam, A…",RT| Adviser| All India Tribal Students Association Assam,[][]
2017-07-24 08:34:22,Arun2981,"RT @SkymetWeather: #Rajkot, #Jamnagar, #Surendranagar, #Ahmedabad are likely to witness more heavy #rains. https://t.co/JhKbRNIHd2 @Gujarat…",RT| Rajkot| Jamnagar,[][]
2017-07-24 08:34:19,Nepal_News_En,SetoPati: Free health camp in the flood-hit area in Saptari - https://t.co/7WiWW46iPR,Saptari,[]
2017-07-24 08:33:44,AbhishekParikh7,"@ChaudhryShankar sir on the spot of flood rescue with @NDRFHQ 
@Hiteshchaudhari @Aum_ashok @nanditathhakur… https://t.co/Ft7saYQucS",NDRFHQ,[]
2017-07-24 08:33:36,Naveen13INC,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:33:25,igsaiyed,@AFP @AP @ReutersWorld @BBC_HaveYourSay @GuardianWitness Flood in North Gujarat. Water enters in shop of Dhanera Ma… https://t.co/ZWU42OUPVh,AP| North Gujarat| Dhanera,[][][]
2017-07-24 08:33:19,moneycontrolcom,States delay flood control projects by 13 years: CAG https://t.co/A2tVbuAyAB via @nikita_vashisht https://t.co/m7zlkWtpUG,,[]
2017-07-24 08:33:04,northeastblog,"RT @ArindomPanging: FLOOD-POVERTY-DESERT-BACKWARD IN ASSAM..Arindom Prince Panging, Adviser, All India Tribal Students Association Assam, A…",RT| Adviser| All India Tribal Students Association Assam,[][]
2017-07-24 08:32:17,Eridanus_flood,"I need backup!Battle ID: 125ED9D6
Lvl 100 Medusa
https://t.co/NoOK6YWv99",,[]
2017-07-24 08:32:12,Arun2981,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:31:44,socialraj84,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:31:39,viren_kanadia,STREET LIGHT MANUFACTURERFLOOD LIGHT MANUFACTURERLED STREET LIGHTIND..For more info visit... https://t.co/bksXxjNyMD,STREET,[]
2017-07-24 08:30:19,narendrapjoshi,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:29:14,rahul_birohar,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:28:48,amitabh_001,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:27:25,lohharesh,"RT @dave_janak: IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operations.
#Guja…",#,
2017-07-24 08:26:27,ASHISHKIRTY,RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: Respondent (UoI) submits the project rept and says that 64% of…,RT| Yamuna| UoI,[][]
2017-07-24 08:26:20,ASHISHKIRTY,"RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: The govt is progressing with the order dated May 9, submits Re…",RT| Yamuna,[]
2017-07-24 08:26:18,ASHISHKIRTY,"RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: The full report shall be submitted within 2 weeks, submits Res…",RT| Yamuna,[]
2017-07-24 08:26:14,KaafiyaPoetry,RT @shiningstars30: It is absolutely necessary to flood your mind with positive thoughts about yourself.@KaafiyaPoetry,RT| KaafiyaPoetry,[]
2017-07-24 08:25:53,ASHISHKIRTY,RT @indialegalmedia: #NGT adjourns the matter regarding encroachment and construction in the flood plains of river Yamuna to August 9,RT| NGT| Yamuna,[][]
2017-07-24 08:25:50,Thojamal11,"RT @CNNnews18: India's flood forecasting network was largely non-operational with 222 out of 375 telemetry stations not working
https://t.c…",RT| India,[]
2017-07-24 08:25:08,NeelNeelrao48,RT @Aum_ashok: Shankarbhai Chaudhary review flood situation of Banaskantha.! https://t.co/H5LNNGn7Fh,RT| Shankarbhai| Banaskantha,[][]
2017-07-24 08:24:53,ravi100392,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:24:22,H86WeElXAqKNhfh,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:24:14,peeraram_jangid,"Heavy rain causes flood-like situation in Rajasthan, schools closed in 2 districts  https://t.co/NADex1VtYF via @htTweets",Heavy| Rajasthan,[][]
2017-07-24 08:24:01,AlokPatel,"RT @CNNnews18: India's flood forecasting network was largely non-operational with 222 out of 375 telemetry stations not working
https://t.c…",RT| India,[]
2017-07-24 08:23:56,SooriPoori16,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:23:45,DurghaChoudhary,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:23:42,WStrohmacher,"RT @CNNnews18: India's flood forecasting network was largely non-operational with 222 out of 375 telemetry stations not working
https://t.c…",RT| India,[]
2017-07-24 08:23:30,vinaydomala,RT @kattashekar: With heavy rains in upper Krishna and upper Bhima and Tungabhadra heavy flood started to Almatti and Narayanapur. Hope we…,RT| Tungabhadra| Almatti| Narayanapur| Hope,[][][][]
2017-07-24 08:22:55,Goar1A,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:22:32,nikhilsj33,"RT @CNNnews18: India's flood forecasting network was largely non-operational with 222 out of 375 telemetry stations not working
https://t.c…",RT| India,[]
2017-07-24 08:22:20,CNNnews18,"India's flood forecasting network was largely non-operational with 222 out of 375 telemetry stations not working
https://t.co/8kFl0sbGUK",India,[]
2017-07-24 08:21:52,satishvatsyan1,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:21:23,RamPD78,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:20:53,ahirkarshan061,RT @Aum_ashok: Shankarbhai Chaudhary review flood situation of Banaskantha.! https://t.co/H5LNNGn7Fh,RT| Shankarbhai| Banaskantha,[][]
2017-07-24 08:20:45,rajendra9414,"RT @ashokgehlot51: Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",RT| Jalore,[]
2017-07-24 08:20:16,satya_majhi,RT @MBCTVODISHA: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 08:20:13,TheBigBoch0,"Enjoying my vacation in Venice 😅😂
#rain #flood #vacation #venice #dubegelam #needaboat https://t.co/TyNMe0XQTt",Venice,[]
2017-07-24 08:20:07,CollectorSRN,"#Surendranagar #Flood 
Hon'ble Parliamentary Secretary Shri. Punambhai Makwana along with district officials at tal… https://t.co/xVCX48Kg0U",Flood| Punambhai Makwana,[][]
2017-07-24 08:19:36,RatnaniHitesh,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:19:05,ashokgehlot51,"Flood like situation in many parts of #Rajasthan including Jalore is worrying. 
https://t.co/ARwt6SkDrQ",Flood| Jalore,[][]
2017-07-24 08:17:54,NationalistDoc,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:17:51,DeepalMirror,"RT @dave_janak: IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operations.
#Guja…",#,
2017-07-24 08:16:36,SadiqINC,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:16:12,peeraram_jangid,RT @NewsNationTV: #Flood-like situation in #Rajasthan's #Jalore; residents struggle as water entered into residential ares: ANI,RT| Rajasthan| Jalore,[][]
2017-07-24 08:16:03,shikha2903,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:15:54,DevikaSarmah,RT @queenhazarika: Perhaps the first suicide by a farmer in Assam @sarbanandsonwal https://t.co/PedLPwdaFa via @The Assam News,RT| Assam| Assam News,[][]
2017-07-24 08:15:33,upma23,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:14:32,kaku_punjabi,"RT @htTweets: Heavy rain causes flood-like situation in Rajasthan, schools closed in 2 districts https://t.co/UTcOCSrpPH

@mukeshmathrani r…",RT| Rajasthan,[]
2017-07-24 08:14:08,shishya87,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:13:33,IMD_Zone,RT @ANI_news: Flood-like situation in Rajasthan's Jalore; residents struggle as water entered into residential ares. https://t.co/ANcBvEDMtD,RT| Rajasthan| Jalore,[][]
2017-07-24 08:12:49,UdataTir,"RT @dave_janak: IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operations.
#Guja…",#,
2017-07-24 08:12:35,Deep146,"RT @BharatSevashram: @bharatsevashram is conducting relief camps in flood affected parts of Assam, Nagaland, Odisha and Chhattisgarh. https…",#,
2017-07-24 08:10:17,rutulsuthar,"RT @dave_janak: IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operations.
#Guja…",#,
2017-07-24 08:10:07,dilipjain1979,RT @ANI_news: Flood-like situation in Rajasthan's Jalore; residents struggle as water entered into residential ares. https://t.co/ANcBvEDMtD,RT| Rajasthan| Jalore,[][]
2017-07-24 08:09:56,banerji1,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:09:37,harshshah387,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,RT| Surendranagar,[]
2017-07-24 08:09:33,Gracious_Gouri,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:09:30,s_navroop,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:09:25,sudar2k,RT @DDNewsLive: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 08:09:11,thegunjanbarman,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 08:09:00,bpuand,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:08:30,narendarmod,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:08:06,PriyabrataT,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,NA
2017-07-24 08:06:47,CNNnews18,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][][][][]
2017-07-24 08:05:51,NewsMantraa,"#Heavyrains lashes most parts of #Odisha ; flood alert issued in 6 districts
Read more at: https://t.co/UdoqMhK5fi… https://t.co/lXnEpRnjiO",Odisha,[]
2017-07-24 08:04:22,kabirazad2017,"RT @rachitseth: Fasal Bima Yojana to Railway Food,From Shortage of Ammunition to 60% Cut in Assam Flood Relief, CAG flays Modi Govt https:/…",RT| Railway Food| From Shortage| Assam Flood Relief| CAG| Modi Govt,[][][][][]
2017-07-24 08:04:05,kaku_punjabi,RT @indiatvnews: Flood-like situation in #Rajasthan's Jalore; residents struggles as water entered into residential ares https://t.co/EdVHf…,RT| Rajasthan| Jalore,[][]
2017-07-24 08:02:26,iamsrkahmed_,Assam flood #SaveAssam @iamsrk https://t.co/h0EBFKUZ0V,Assam| SaveAssam,[][]
2017-07-24 08:01:40,warriorrajputs,"RT @swativashishtha: Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying out…",RT| Pali| Sirohi,[][]
2017-07-24 08:01:37,INCAssam,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 08:00:59,tamaghnaTOI,Nabanna officials hold video conference with DMs of flood affected districts. Boats had been asked to keep ready to rescue flood hit people.,Nabanna| DMs| Boats,[][][]
2017-07-24 08:00:00,iamsrkahmed_,PLS SOME DONTAE FOR ASSAM FLOOD VICTIMS.. #SaveAssam @iamsrk @BeingSalmanKhan @akshaykumar https://t.co/XfHoSbQVYO,PLS| DONTAE FOR| SaveAssam| BeingSalmanKhan,[][][][]
2017-07-24 07:59:25,ashishsarangi,RT @MBCTVODISHA: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 07:58:48,Ginewstamilsel1,RT @DDNewsLive: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 07:58:37,ravipratapdubey,"RT @dave_janak: IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operations.
#Guja…",#,
2017-07-24 07:58:36,AkshatMashruwa2,RT @vijayrupanibjp: Indebted to @IAF_MCC for their timely help &amp; rescue operations during hours of flood in various parts of the state. Tha…,#,
2017-07-24 07:58:22,sharma_vickram,"RT @htTweets: Heavy rain causes flood-like situation in Rajasthan, schools closed in 2 districts https://t.co/UTcOCSrpPH

@mukeshmathrani r…",RT| Rajasthan,[]
2017-07-24 07:58:09,tamaghnaTOI,Vidyasagar University cancels examination for flood,Vidyasagar University,[]
2017-07-24 07:57:52,swativashishtha,"Flood like situation in villages of Pali,Sirohi &amp; Jalore-Rajasthan &amp; Banaskantha-Gujarat. 4 IAF choppers carrying o… https://t.co/KDv9paNnd4",Flood| Pali| Sirohi,[][][]
2017-07-24 07:55:31,sanghaviharsh,Surat Will lend the Helping hand by Providing the necessary stuff for relieving the people stuck in the flood prone areas at BanasKantha.,Surat Will| BanasKantha,[][]
2017-07-24 07:53:55,dave_janak,"IAF MI-17 landed at Deesa, extremely bad weather with rains &amp; poor visibility conditions hampering rescue operation… https://t.co/dObRRmnFg9",IAF| Deesa,[][]
2017-07-24 07:53:22,ashishkumar_tw,RT @MBCTVODISHA: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 07:52:55,nidhi_singhi,RT @timesofindia: Vidyasagar University in West Bengal's Midnapore cancels examination fearing flood,RT| West Bengal,[]
2017-07-24 07:51:13,Falgun_Rathod,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,RT| Surendranagar,[]
2017-07-24 07:51:00,theajeet,"RT @rachitseth: Fasal Bima Yojana to Railway Food,From Shortage of Ammunition to 60% Cut in Assam Flood Relief, CAG flays Modi Govt https:/…",RT| Railway Food| From Shortage| Assam Flood Relief| CAG| Modi Govt,[][][][][]
2017-07-24 07:49:50,DDKisanChannel,"Retweeted Doordarshan News (@DDNewsLive):

Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in... https://t.co/XgGLznRNie",Doordarshan News| IMD,[][]
2017-07-24 07:49:48,DDKisanChannel,RT @DDNewsLive: Flood alert in #Odisha after IMD forecasts extremely heavy rainfall in the next 24 hours; fishermen advised to be cautious…,RT| IMD,[]
2017-07-24 07:49:01,iJayeshPatel,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:48:50,AmanGhoghari,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:48:32,0786Sartaj,RT @timesofindia: Vidyasagar University in West Bengal's Midnapore cancels examination fearing flood,RT| West Bengal,[]
2017-07-24 07:48:29,GujaratOrg,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:48:14,iCongresmuktIND,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:48:04,Pinki0987,"RT @tv9gujarati: #Monsoon2017 : #Banaskantha faces flood-like situation, many villages lost connectivity : https://t.co/rpbneGPRO3 https://…",RT,
2017-07-24 07:48:04,BrijrajsinhRa,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:47:53,Hkabir9009,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:47:46,Defence_360,"Be careful guys in odisha...Hirakud dam gates 6,7,8  r open ! 
 Upar se Rainfall...

Flood chances increased! https://t.co/n49FwLiO31",Upar| Rainfall| Flood,[][][]
2017-07-24 07:47:43,Ranjeetkapn,"RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: The govt is progressing with the order dated May 9, submits Re…",RT| Yamuna,[]
2017-07-24 07:47:42,HardipPatel007,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:47:31,iRizwanPathan,"RT @KGondalia: Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding areas htt…",RT| CM Shri| Chotila,[][]
2017-07-24 07:47:13,KGondalia,"Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/3F7oeZ95AB",Guj Govt| CM Shri| Chotila,[][][]
2017-07-24 07:46:48,Ranjeetkapn,"RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: The full report shall be submitted within 2 weeks, submits Res…",RT| Yamuna,[]
2017-07-24 07:46:15,Ranjeetkapn,RT @indialegalmedia: #NGT adjourns the matter regarding encroachment and construction in the flood plains of river Yamuna to August 9,RT| NGT| Yamuna,[][]
2017-07-24 07:46:06,theoniverse,'Hindcasting' study investigates the extreme 2013 Colorado flood https://t.co/ylO5bGfZSV #tech #science,Colorado,[]
2017-07-24 07:45:42,TanmayNPatel,RT @vijayrupanibjp: Indebted to @IAF_MCC for their timely help &amp; rescue operations during hours of flood in various parts of the state. Tha…,#,
2017-07-24 07:45:29,bgnpmaheshpatel,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,RT| Surendranagar,[]
2017-07-24 07:45:26,ISupportRupani,"Guj Govt, led by CM Shri vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/CCtHi87eND",Guj Govt| CM Shri| Chotila,[][][]
2017-07-24 07:45:00,ervashistha,"RT @tv9gujarati: Heavy rains cause flood-like situation in #Banaskantha, administration on toes to tackle situation : https://t.co/j9Df1vzB…",RT,
2017-07-24 07:44:51,bhutramadhu,RT @indiatvnews: Flood-like situation in #Rajasthan's Jalore; residents struggles as water entered into residential ares https://t.co/EdVHf…,RT| Rajasthan| Jalore,[][]
2017-07-24 07:44:25,GujaratCM4u,"Guj Govt, led by CM Shri vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/peT2NdESbi",Guj Govt| CM Shri| Chotila,NA
2017-07-24 07:44:21,tracyashish,RT @FinancialXpress: #Odisha government puts six districts on #flood alert after #IMD forecast heavy rainfall https://t.co/v8n6WQGJfw,RT| Odisha| IMD,[][][]
2017-07-24 07:43:53,AnujAdhikari_,"RT @kathmandupost: Flood Forecasting Section confirms the Bhotekoshi river is not blocked; Larcha bridge damaged completely

https://t.co/X…",RT| Bhotekoshi| Larcha,[][]
2017-07-24 07:42:42,CMforGujarat,"Guj Govt, led by CM Shri vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/hAFP9gFOtq",Guj Govt| CM Shri| Chotila,[][][]
2017-07-24 07:42:29,Ranjeetkapn,RT @indialegalmedia: Construction in the flood plain of river Yamuna matter: Respondent (UoI) submits the project rept and says that 64% of…,RT| Yamuna| UoI,[][]
2017-07-24 07:42:25,TejashModiLive,"4 helicopter of @IAF_MCC bases at #Jamnagar,#Jodhpur,#Phalodi have been assigned target areas for conduct of flood… https://t.co/DgwjzV75Jn",Jamnagar,[]
2017-07-24 07:41:27,theassamtribune,Flood relief by Ramakrishna Mission - Assam Tribune https://t.co/9Rinm6c4zm,Flood| Ramakrishna Mission| Assam Tribune,[][][]
2017-07-24 07:41:16,CMO_Gujarat,"Guj Govt, led by CM Shri vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/b40XHaf4wX",Guj Govt| CM Shri| Chotila,[][][]
2017-07-24 07:40:14,CMOGuj,"Guj Govt, led by CM Shri @vijayrupanibjp stands by the heavy rain &amp; flood affected people of Chotila &amp; surrounding… https://t.co/JgCeMzqtkk",Guj Govt| CM Shri| Chotila,[][][]
2017-07-24 07:39:31,SharikINC,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 07:39:01,FaizalWorlds,"RT @tv9gujarati: #Monsoon2017 : #Banaskantha faces flood-like situation, many villages lost connectivity : https://t.co/rpbneGPRO3 https://…",RT,
2017-07-24 07:38:46,VU2THW,@PMOIndia V need flood free year.Can  central &amp; state govts work on it to make it a reality?Improper planning is the root cause.,PMOIndia,[]
2017-07-24 07:38:16,indiatvnews,Flood-like situation in #Rajasthan's Jalore; residents struggles as water entered into residential ares https://t.co/EdVHf8O5jm,Rajasthan| Jalore,[][]
2017-07-24 07:37:51,pratidintime,"Press con by @tarun_gogoi on Assam Flood, CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam d… https://t.co/R6vSP5gsnZ",Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 07:37:48,pure_singh,RT @ANI_news: Gujarat: Flood due to heavy rain in Surendranagar district's Limbdi https://t.co/GJhcbQLKAp,RT| Surendranagar| Limbdi,[][]
2017-07-24 07:37:44,RajeshC35051633,RT @Aum_ashok: Shankarbhai Chaudhary review flood situation of Banaskantha.! https://t.co/H5LNNGn7Fh,RT| Shankarbhai| Banaskantha,[][]
2017-07-24 07:36:08,Vibhorkedia1,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,NA
2017-07-24 07:36:04,Manash55277616,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][][][]
2017-07-24 07:36:01,Divya25914619,RT @vijayrupanibjp: Indebted to @IAF_MCC for their timely help &amp; rescue operations during hours of flood in various parts of the state. Tha…,#,
2017-07-24 07:35:35,MikeDesai,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 07:35:18,WithCongAssamNE,"tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund fr… https://t.co/Fs3gBmoN1e",Assam Flood| CAG| Brahmaputra,[][][]
2017-07-24 07:34:42,Rishi_INC,"RT @tarun_gogoi: Addressing a Press Conference on Assam Flood,CAG report on Defense, Brahmaputra dredging &amp; no fund from GOI to Assam durin…",RT| Assam Flood| CAG| Brahmaputra| GOI| Assam,[][][][][]
2017-07-24 07:34:11,Nayeemnasar,"@Dracalous The passage doesnt even say ""People go and destroy towns""
Its up to you to believe or not. It's about GO… https://t.co/uKmEQfTGDF",,[]
