place,lat,lon
SantacruzMiraBag,28.621859,77.136371
Sarswat,19.4080153,72.8270495
Gazdhar,26.2715849,72.975741
HOPE,42.7871797,-86.1023574
PMD,37.7952477,-122.3987357
Islamabad,33.7293882,73.0931461
Alia,37.7820261,13.7136622
CMOMaharashtra,18.5904769,73.7709738
Vartaknagar,19.208258,72.9610136
Numbers,29.744768,-95.384939
Joel,26.6538095,-81.5925427
ClosedLakewoodChurch,29.7303278,-95.4346238
HoustonFrom,29.9902199,-95.3367827
Claims,34.1672748,-118.0903046
Mark,43.0863517,-77.5892587
EasternMirror,25.8962333,93.7158358
PeaceWarriorOne,40.9473433,-72.9223067
DrMartyFox,38.238942,-85.640536
RegionalTrainingInstitute,35.53841,-97.494101
Bandra,19.0606917,72.8362497
Connection,30.228312,-97.724665
KEM,18.1706009,75.2741557
Dad,20.3962265,76.0000202
Joydas,24.3357139,88.3069976
FloodUpdates,14.6416696,121.044386
BKC,43.0368374,-87.977813
GaneshVisarjan,19.2347583,73.0102255
Bachchan,26.5101508,80.2476274
Anarchy,33.910236,-118.116333
CITY,52.0515032,113.4711906
Goa,15.2993265,74.123996
RainGod,30.253501,-81.8879884
Colleague,34.9761708,135.7635202
IndiaSpend,18.9956086,72.8272687
Udayan,26.8945447,75.7783756
MumbaiBorivaliEast,19.2240612,72.8666469
MulundRailwayStation,19.1565109,72.9637728
IncredibleIndia,42.641622,18.109483
TL,-8.874217,125.727539
MumbaiGet,19.1824709,72.8570173
Umang,26.8682503,75.7626263
IndianNavy,30.3533041,78.034276
GandhiMaidan,24.741572,84.3810323
Pull,39.8172203,-104.991483
FinMinIndia,23.0319816,72.5625065
Fadnavis,21.1428126,79.0621555
BRD,45.0796489,24.1838015
FloodReliefCamp,31.2972329,70.8473744
Brother,35.2159858,-89.8011628
PavBhaji,32.6965239,74.8755957
Wadala,19.0151285,72.8580644
Works,41.8781136,-87.6297982
CollectrBarwani,22.0249196,74.9180327
IOT,-28.2623454,-52.4170052
AirCargo,27.9839776,-82.5214317
RWPUSA,36.9243165,-90.2944496
Sandy,40.5649781,-111.8389726
Powai,19.1196773,72.9050809
Bhayender,19.310472,72.854041
TexasFloodDisasterBy,30.3089748,-97.7085621
Lutyens,51.1975406,-0.3991401
Crores,13.0367307,80.2673145
Anu_224Arunachal,13.0514903,80.2257916
Earthquake,37.3515316,-121.925489
Riots,34.0328753,-118.4577436
Use,33.4216759,-111.9294334
Evry,48.629828,2.441782
AmericaCa,54.5259614,-105.2551187
WOOKIE318,35.7745789,-81.1500778
JimBakker,36.5180908,-93.3838253
HiteshJain,28.5377019,77.2635429
MeteorologicalDept,33.6835942,73.0639551
PNShenoy,35.7298102,-81.3087947
Melania,15.1760815,120.5855604
HurricaneKatrina,29.9806573,-90.1107052
Stuck,47.2826007,-122.2287308
REQUESTTO,38.2499905,-85.7227563
CONSTITUTE,52.0902665,5.1505457
FLOODMINISTRY,35.3914806,-119.0034389
JAIHIND,42.0073663,-88.1492126
Too,38.9080825,-77.0323092
Akhtar,39.119943,-77.568739
Few,42.0349222,-87.6799324
BJPRule,28.6184248,77.2222802
Believe,40.3534108,-84.1680279
Journalist,40.8076308,-73.9636318
ThisNMore,43.232056,-79.736597
Gurudwaras,29.6905942,-95.6491225
GaneshMandals,19.047323,72.869
STPs,32.642122,-115.4514894
FloodWaterManagement,26.635152,-81.8786087
Big,32.7766642,-96.7969879
Pathology,39.2958915,-76.5933402
MrashtraCMFadanavis,21.1428126,79.0621555
NaMo,-36.8516259,174.7446359
Kalwa,19.1943854,72.9992013
AmeetSatam,19.1227346,72.8302013
Person,36.3528221,-78.9288242
Amitji,27.0473454,77.2123194
AmirKhanAamirKhan,39.9666521,-83.777859
NJPVehicle,39.5714116,-75.4668187
HoustonArea,29.7570353,-95.3984696
AGP,33.428047,-111.903611
CM_FLOODNAVIS,21.1428126,79.0621555
Likely,41.2304507,-120.5041193
LiquidGold,37.7905781,-122.4171566
NationalParkFlyover,19.2320974,72.863289
Borivli,19.2371877,72.8441358
Lot,44.9509263,-116.1028528
Century,45.0428244,-92.9847628
NepalRedCross,27.699438,85.2903429
QRCS,32.8953563,-117.1951682
RedCross,33.5073325,-112.0337749
Sehwag,30.2707812,31.0936983
HistoricFlood,37.7848125,-122.4076124
Protect,-37.8001672,144.9446868
Texans,29.6848729,-95.4106452
MehsanaDist,23.8044215,72.6151169
MccDonald,36.617812,-94.315422
KFC,42.2647981,-84.4252331
Domino,40.8505075,-73.9376825
Pizzahut,46.8608469,-113.9828837
Betty,41.8865482,-87.6490196
Battle,50.917405,0.483679
JEFFREY,37.971492,-81.8215096
Snapchat,40.7575504,-73.9881939
Main,34.7877767,-91.4569236
Amateur,33.948424,-117.0161002
ColoradoCC,39.7263009,-104.8798614
ESPECIALLY,42.3169115,-71.363964
Struggle,34.040495,-118.2194706
SiddharthaBJP,26.1510468,91.7975239
BangladeshCricketTeam,22.3134854,91.8016867
BringPeace,49.436884,-108.520749
Community,30.6072483,-87.0751087
CwC,43.029753,-108.426307
Dengue,10.6712705,-61.5342391
APPEALFOR,41.7656608,-87.6271711
RELIEF,35.6519187,-91.7246856
MomoDumpling,42.3963119,-71.1033726
Dramatic,33.5828519,130.4136091
Indians,41.4954304,-81.6867356
NYT,38.9016733,-77.0380988
Mumbail,19.0759837,72.8776559
EDMUND,35.6528323,-97.4780954
TRIPGABRIEL,38.6595623,-121.3511477
ShoutOut,30.7070153,76.8914728
Ummeed,18.987236,72.8314779
Behraich,27.5708377,81.5980246
Matunga,19.0268747,72.8553352
Film,34.0736842,-118.4323932
Shivaji,19.2194845,72.8285099
Fed,40.7083663,-74.008653
Sarpanchs,26.8766327,75.7971798
Arakan,19.810093,93.9878427
Islamic,41.878692,-87.6273493
ShivSena,19.2868401,72.871266
BorivaliNationalParkRain,19.2210347,72.9067922
Uddhav,24.5762403,73.6969523
TrueSir,34.0130053,-118.4958184
Randeep,29.7851558,74.6721733
PPL,40.2591801,-76.858022
LaluPrasadYadav,26.9221418,75.8129023
Headlines,42.75844,-71.4597067
UAEM,19.2839208,-99.6780034
UnitedAssociationOfEventManagers,38.977347,-76.503636
TransportBuses,19.1664436,72.8582785
WHICH,32.7710462,-117.1583154
CAUSED,43.674499,1.188787
CriticalNet,40.766051,-111.888775
LokSabhaSectt,28.6172742,77.2081911
Mum,41.0178238,-91.9672906
RAINS,32.9009129,-95.7721204
Louisiana,30.9842977,-91.9623327
IndiaInc,40.7267566,-73.9931076
BiharFeeling,25.581922,85.088483
Mangroves,24.4463456,54.4370355
PoshMumbai,19.0487515,72.8259166
LessNDRFs,40.7050309,-73.7934622
NoGovt,25.0001778,88.1395089
NEWINDIA,30.239918,-97.753163
Mumbaikar,25.2358008,55.3074523
CRUEL,41.1497031,-8.6128844
Haldibari,26.3345442,88.7806578
IGP_Surat,21.1806984,72.8014488
KashmirShashikala,18.5698558,73.8258874
FloodControl,29.8055453,-95.4524662
Digg,39.3426119,-84.3333136
CMofIndia,19.947688,73.7377
Laxmikant,20.1190233,81.7663972
Let,51.5682707,-0.4868605
MumbaiRoads,19.1935222,72.9509738
IndianNavySoldiers,40.8213741,-96.7016315
Gizmodo,40.7380746,-73.9929571
HoustonResidents,29.990409,-95.592808
Volunteers,29.8114008,-95.3207126
RTGizmodo,40.7380746,-73.9929571
Kotha,34.0689654,72.5825903
Domingarrh,27.1937377,83.1747784
TinsukiaDistrictAssam,27.529131,95.6457951
EDITOR,61.255097,73.4141431
Clueless,51.2281123,7.150584
DRM,42.699519,-84.5383959
SoilSafety,38.6753209,-76.8656479
WBengal,22.9867569,87.8549755
Kim,48.6280717,38.5242806
Kavita,24.6795743,73.6515725
CNNPolitics,33.7578836,-84.3947831
SenSanders,44.480287,-73.2130039
Torah,33.0431805,-96.8101692
Forget,49.650725,-102.8701322
IndianRedCross,28.618521,77.2108359
Chanchal,25.3830475,88.0167406
AAMIRKHAN,19.295875,73.073113
MumbaiFlood,19.0970775,72.8685306
Ahmedabad,23.022505,72.5713621
rad_R_Ohh..,41.1378026,-81.837976
YamunaFlood,28.7432106,77.2208931
Philanthropic,38.9045343,-77.0450805
CCMSenapati,25.3063415,94.0404743
Sudden,26.832468,-80.157128
Vh1India,19.1081678,72.8515828
ShaheenBagh,28.5513373,77.296996
SieraLeone,8.460555,-11.779889
Phir,28.56159,77.29347
SAFE,38.5725301,-121.4681328
Connect,39.443059,-83.779255
SAVE,35.0236107,50.3585065
CDO,8.4542363,124.6318977
Shivsena,19.2868401,72.871266
Respect,37.1118981,-107.7759884
Netflix,37.259585,-121.962695
Bmp,46.6876361,-1.4289954
FLOTUS,11.1182082,77.3336406
GoWB,22.1809953,88.192509
ReliefWork,37.103954,118.560337
AUThackeray,47.649218,-122.342438
MumbaiSpirit,19.1118093,72.8702403
Corporators,19.149764,72.9992281
Initiative,34.0617449,-118.3535426
Vyapari,10.5246356,76.0904269
MumbaiLiveNews,19.024476,72.843233
Amsterdam,52.3702157,4.8951679
Sobbed,47.469066,-0.129953
FCRA,21.1484602,79.0955723
Mumbaihttps,19.162786,72.845089
GorakhpurRM,29.4438165,75.6702647
Airoli,19.157935,72.9934762
Pun_Starr,18.594648,73.893545
World,35.565459,-82.541465
Lumberton,34.6182199,-79.0086424
Again,8.25,28.783333
Sipajhar,26.4009984,91.8952713
August,33.4734978,-82.0105148
USAFlood,40.890084,-73.262168
ClimateChange,43.1490512,-77.5811618
TataNexon,28.523543,77.275375
Tigor,-5.8415143,-35.211187
Karjat,18.9192249,73.3277223
Natural,34.4477698,-79.2268521
Brotherhood,41.4324082,-74.1629891
BoriwoliMumbai,19.2371877,72.8441358
SpiritOfMumbai,19.1006607,72.8403348
Epic,42.9962377,-89.5692318
Dahisar,19.4945979,72.8604097
Car,35.79154,-78.7811169
Guardian,40.7107603,-74.009622
ILSAmericas,32.5436943,-117.0414652
Nidhi,37.427898,-122.145211
Western,0.2580521,30.5279096
visitNepal,27.7174782,85.3120619
NationalPark,28.5609053,77.2390784
ShivajiMaharajStatue,19.0275199,72.8371641
BrahmaputraGanga,26.4746671,92.5347513
TimesNowWell,38.0171151,-122.1373545
HarveyHurricane,38.4446001,-81.9756247
NO,60.472024,8.468946
Enough,37.7072694,-90.9167961
Tokyo,35.6894875,139.6917064
BANvAUS,-33.0560378,143.2076486
Camera,39.5652017,-104.8809893
FREE,33.9981068,-118.4793252
DSLR,28.8183303,78.7845436
GarudaMunicipality,26.9486851,85.3084516
Mahamdpur,20.8487581,76.475106
Kathariya,26.3741184,84.1464816
MaharashtraState,19.7514798,75.7138884
SharadPawar,18.7354611,73.0950236
Baramati,18.1841352,74.6107628
CorporateSocialResponsibility,37.7430234,-122.3844011
Guys,41.5909424,-81.5267488
FullReport,30.146216,-81.584569
Diseases,33.7993178,-84.328008
Corrupt,48.2004167,5.6112627
REPORT,3.11857,101.67602
BiharAssam,24.6941059,92.5658484
Geographic,42.4771643,-83.2442499
FoxNews,40.7586932,-73.9819273
Ornob,35.20129,-80.83371
Doable,12.947582,77.5690709
JalBoard,28.6732006,77.1344079
IOCL,31.078984,77.1803337
Airlines,29.9865057,-90.2562942
Studio,34.1519315,-118.3365354
AssamAsomGanaParishad,26.3408905,92.7033575
Kayisii,38.350827,38.3179747
SangaiExpress,24.7944124,93.9294915
AsomGanaParishad,27.490595,95.3630764
Chaubey,44.218143,0.307624
SAVIC,50.8531546,3.2469741
Thane,19.2183307,72.9780897
ArmaanMalik22So,28.646918,77.292004
CDC,33.7993178,-84.328008
IndiaTodayFYI,28.5692548,77.3177055
JaagoRe,26.9061198,80.9591071
Aircrew,30.3474818,-87.2748756
GoT,19.0854599,73.1098806
Dabbawalas,13.0383851,77.6098797
Ghatkopar,19.0790239,72.9080122
Sion,46.2331221,7.360626
BJP4Maharashtra,20.2530277,75.7710126
NorthernRailway,53.9589383,-1.0876964
MamataOfficial,17.7137853,83.3033572
Start,37.2951349,-76.726054
BOM,-5.8396417,13.0702646
SoutheastTexas,31.9685988,-99.9018131
LostByWaves,-23.5335638,-46.6137879
Humaniterian,40.6079498,-111.9344938
MedicalHealth,-23.6596959,-46.5276761
KorkachGP,50.105784,14.3601575
Read,53.806051,-2.359046
Leptospirosis,19.461882,72.777658
Sittwe,20.1527657,92.8676861
Rakhine,19.810093,93.9878427
WhiteHouse,38.8976763,-77.0365298
Nashville,36.1626638,-86.7816016
ResidentsFormHuman,22.909264,113.839415
AudioNotes,13.0247947,77.5556222
Karachi,24.8614622,67.0099388
Disang,27.2954862,95.1366916
Gitesh,28.568683,77.242033
KVK,40.223192,-74.915825
ITPhotoblog,22.3068,114.171634
Mushahari,26.2216932,85.1194091
Prayer,38.8845402,-104.8349571
UttarakhandLandslide,30.8365877,78.4919997
AlexPappas,33.7573098,-78.8589742
Bills,42.7737392,-78.7870145
BurningMan,40.7886448,-119.2030177
Charitable,39.952999,-82.9936149
BORDER,32.5444156,-117.0301235
InternationalBorder,32.5437979,-116.9364808
Sangh,21.1348893,79.1114454
SanBernardinoCounty,34.9592083,-116.419389
ClarkCounty,36.0795613,-115.094045
DonaldTrumpToDonate,33.7823528,-118.1636293
Mexico,23.634501,-102.552784
Picture,34.85962,-80.718378
LallanSingh,19.090552,72.8997843
GOD,47.6942316,19.140119
Burma,21.916221,95.955974
KofiAnnan,46.22,6.14
Karim,40.7664087,-73.9885438
HowMumbai,19.0369117,73.0128864
Seemed,53.5372078,-2.1023141
Kitten,50.7069722,-1.1653189
Hood,32.4296296,-97.8286368
USMudslide,39.6300628,-106.3699846
Switzerland,46.818188,8.227512
UNESCO,40.7505722,-73.9697511
NorthGujaratFloodRelief,23.024704,72.590615
M_LekhiMam,22.6943592,75.831416
Bhaktapur,27.6710221,85.4298197
HyundaiIndia,23.2385868,77.403161
Drought,42.5014216,-83.1697534
Begkhola,28.4417953,83.5969227
Knife,32.8361807,-96.7780113
MarineFishing,47.6117967,-122.1966652
Ambawadi,21.4346323,73.1961734
DaulatNagar,32.7438049,74.0799469
Krishanagar,23.4008744,88.5013962
Borivali,19.2371877,72.8441358
TATKAL,22.661876,88.414186
Marine,36.6844029,-121.802173
Glass,47.1898246,-122.5101024
Hungama_com,25.0964327,55.1560393
Manojramkrish,18.997941,72.817344
NewJalpaiguri,26.6842567,88.4428015
Dutch,40.7264898,-74.0021771
Paska,52.3867564,21.3073141
Mouse,40.7052814,-74.0111786
ShakibKhan,26.1734868,81.813572
Hailakandi,24.4548506,92.5792482
BonafideIndian,12.8619864,77.5632224
Medicle,13.9248947,75.5685152
BJPKonnagar,22.6657961,88.3406296
NASA,37.4088657,-122.064426
Says,46.9030234,9.5761492
LGBT,34.100526,-118.332733
TRASH,39.6847566,-86.4578656
LITERALLY,38.9661565,-76.939662
FurnitureTycoon,28.624624,77.065711
Cop,48.4340432,22.2101042
EasternDiv,45.587195,-73.578533
MehmetSimsek,36.9172371,31.1039982
Turkey,38.963745,35.243322
Engine,35.0548669,-85.1999587
NEREA,50.81672,4.426616
VisitGhy,26.1781111,91.7337692
Blood,38.903893,-77.045594
Narayanganj,23.6226398,90.4997973
FRIENDLY,38.7517812,-76.9785858
Visit,43.0602104,16.1828781
Nigeria,9.081999,8.675277
Yemen,15.552727,48.516388
Sagarpur,31.0877068,75.6360837
NOT,30.37201,-81.598496
UdichiShilpaGasthi,23.730036,90.408006
Indigenous,27.334347,-82.532949
Dalit,37.6879241,-122.4702079
ParormalActivity,29.506621,-98.488194
Hamid,36.1393608,-86.8024197
Orange,33.7879139,-117.8531007
Jalalgarh,25.9436593,87.5346402
TOIBhubaneswar,20.2819357,85.8457196
EPA,32.405624,-86.2542264
PMResident,41.4555881,-79.5715822
AdmissionsRecruiter,31.0668027,-97.4633163
Holi,32.3307407,76.5502682
EidUl,25.740186,85.764682
Riverlink,35.5845495,-82.5660318
HumanFoundation,41.9283243,12.4672441
MumbaiPoor,19.1250678,72.863832
Koimoi,28.2940526,81.2800362
MB,53.7608608,-98.8138762
Old,41.5384529,-75.948676
YadavTejaswi,17.4481107,78.5359784
HAPPINESS,41.833948,-87.645827
VERY,42.06364,8.931908
TrueMuslim,30.3164945,78.0321918
Jodhpur,26.2389469,73.0243094
NK,42.7804735,18.9561661
Regret,44.958802,-0.454007
DVVNL,27.2116893,77.9711928
EidMubarak,31.0346968,31.3998809
CanHelp,33.130678,-95.601546
Bakrid,17.4408004,80.1483241
Garbage,45.529463,-122.902257
Ghazipur,25.5840419,83.5770202
BBCHindi,26.8490948,81.0070261
How,44.9704651,-88.4210006
DisasterRelief,38.8661491,-77.2380521
WesternUrbanRoad,55.8770379,-4.2876548
Helmet,37.916656,-77.105797
Posterboys,19.1067549,72.8818835
SwatchBharatAbhiyan,28.5140947,77.0875477
Bangal,40.4390906,-79.9553933
MandirMasjidGurudwaraChurch,28.656855,77.237047
Border,32.5444156,-117.0301235
FloodProtection,29.9052956,-90.1244315
Saudi,23.885942,45.079162
Iran,32.427908,53.688046
Kuffar,32.5369264,75.9978438
Euphoria,30.2394276,-97.6644012
Half,33.03123,-96.793456
Perungalathur,12.904759,80.0890842
PiedPiper,35.5719777,-97.5369096
BangladeshDid,23.684994,90.356331
Bhubaneswar,20.2960587,85.8245398
GovtsRestriction,22.603156,88.374667
Slow,45.518772,-122.6610478
imShraddhaK,22.9996065,72.6002402
Simply,43.54812,-96.7220565
Out,41.5528943,-72.6532373
NASAEarth,37.0862472,-76.3808799
WillHappen,26.1324328,-81.7951053
Beds,46.8621762,-96.8627165
FloodHitSouthAsia,33.9550324,71.3876302
ABC,40.7735297,-73.9805432
Centreville,38.8403909,-77.4288769
Pennsylvania,41.2033216,-77.1945247
BT,27.514162,90.433601
DUSK,41.825999,-71.430115
IslamRohingya,2.9803863,101.4720188
Nagis,48.109367,2.75711
AzmiShabana,28.5628692,77.2904353
KillerAugust,25.308819,83.0015789
RamRahimcase,19.116985,72.856823
GauravSweets,19.2540786,72.9825378
HiranandaniEstate,19.2591372,72.9844401
FloodTown,34.8301026,-84.7368878
MelissaDBanks,33.2668745,-96.5858289
Only,40.72023,-73.9839958
Weather,40.7571843,-73.9827286
IndiaNepal,31.833246,74.7073692
Windsor,41.2021432,-90.4432927
Khardah,22.7002943,88.3753455
ArmyCorps,42.4633537,-71.3017576
Engineers,43.0569864,-89.4782037
BombayHC,18.930523,72.8305364
Treated,35.1779961,-106.5856505
Musahar,25.543639,84.627146
Ajay,33.8555801,-84.6505825
Miss_d69,37.5715903,-77.5225906
ReviewsWud,41.9428366,-87.6490613
Noakhali,22.8723789,91.0973184
Timelapse,37.7594081,-122.4102237
Dwarka,22.2441975,68.9684562
PhantomForces,51.4089751,-2.3198371
SharkBite,33.8662251,-84.4740834
MM2,32.7823324,-96.7965934
FloodEscape,38.8187689,-82.2169501
AurangaRiver,20.618734,73.0072714
ValsadDistrict,20.4924644,73.1349605
ServiceTraffic,34.0641089,-118.3680279
Duty,36.062771,-91.0777723
Joy,41.8902564,-87.6317577
College,40.2242396,-74.8840892
BDOhhAllah,23.0510385,86.6514699
PANJARAPOLE,19.0463616,72.909107
Vijaybhai,23.002141,72.517602
QURBANI,13.0678515,80.2263589
Devendra,19.3047794,72.8604097
FundRaiseProgram,33.8930897,-83.9550484
UttarbangaMarwariBhawan,26.742513,88.4358326
UnitedAssociationOfEvent,38.977347,-76.503636
Akshay,18.5203713,73.8397239
Pelosi,38.8868486,-77.0071099
Schumer,40.7550353,-73.9718588
BinaShah,22.3168537,73.1290276
TexasAmerica,31.9685988,-99.9018131
CNNInternational,14.647856,121.056064
JaiDigitalIndia,28.626641,77.384803
ISSSaalKi,48.8422713,2.6118207
Oil,33.2131993,-97.0716877
PSUs,45.5110182,-122.6831836
MustVisit,26.4809906,74.6311681
Hazleton,40.9584181,-75.9746472
Ketto,19.133483,72.83446
Participation,42.102231,-72.591316
CAMP,32.9567043,-94.9974461
sWeEtPaNkAjG,28.5245577,77.2793059
CentralGovt,26.2146825,78.2390705
Dumdum,22.6470514,88.431683
USMosques,42.0553773,-87.6999126
DiKsHaSaNkHeDo,21.007617,75.56976
MeT,49.1193089,6.1757156
Liver,54.786564,41.984611
Udaipur,24.585445,73.712479
Donates,37.9465905,-122.5455879
Bhinder,24.500894,74.1850289
BombayHighCourt,18.930523,72.8305364
Lokarpan,22.7422063,75.8748425
Highest,39.4611234,-0.3860811
AssamExcise,26.1654096,91.7675838
Dholai,26.8390003,75.7469891
Bajpais,33.637249,-112.382606
ItalianLadys,41.0070815,-80.3239429
Bangla,22.9867569,87.8549755
UKAid,51.3842095,-2.364181
Share,41.8886445,-87.6276004
StormHarvey,43.830858,-79.083089
ROBI,9.9932482,39.8964772
NEXT,26.4207713,-80.0946305
AMERICA,37.09024,-95.712891
Delivery,29.5596493,-98.4289799
Rat,25.6021251,79.5659633
FarakkaBarrage,24.8040117,87.9322079
Success,-32.152,115.845
CPIML,28.7261657,77.1636115
FloodPlains,45.4754199,-122.5545503
Hamba,45.8603595,24.1909911
ManwarAli,29.9832535,31.2357069
AverageWOM,11.1059578,77.3469472
WISH,29.7429463,-95.3999717
LEDProductsTubeLights,32.8136849,-116.9679368
CornLights,13.0603855,80.249513
FloodLights,12.930088,79.91637
PanelLights,23.040369,72.652459
HighBayLifht,41.239077,-81.460193
StreetLight,37.7810884,-122.3971314
FreshLamp,52.1812869,5.9704744
EidMubarrk,31.0346968,31.3998809
MotherIndia,41.2525215,-95.9659934
BuildArk,9.618993,76.510908
Wishing,33.6667748,-84.2924228
EPC,38.796768,-90.56453
BegkholaMyagdi,28.4417953,83.5969227
PriyadarshiniJuralaProject,16.3328632,77.7039718
Anatomy,41.4993024,-81.7005702
BD,23.684994,90.356331
Ganesha,34.06901,-117.79038
WHO,55.704983,12.5984031
MUSLIM,34.1005937,-118.3308387
Bakra,24.985583,67.1318521
KARACHI,24.8614622,67.0099388
SouthAsian,25.03764,76.4563087
DONATEFOR,45.7014191,-111.0879221
Physical,35.224025,-97.480085
Salt,40.017866,-105.281583
Time8news,36.5617974,-82.5663523
Nitishkumar,25.8839366,87.1167326
Rural,37.6023678,-96.0353158
SirajganjDistrict,24.3141115,89.5699615
CNNI,14.647856,121.056064
Mahindra,35.224632,-93.1574628
THIS,49.749133,4.608622
NGORahi,28.714598,77.208607
DonateOnline,28.587868,77.167574
Medtravels,44.403929,8.9441448
Hyundai,32.2818575,-86.3275665
HoustonMosquesOpenDoors,29.736882,-95.425064
PDS,40.1296713,-75.2692578
Near,32.1085367,76.4779977
NorthEastIndiaAssam,26.2006043,92.9375739
SALUTE,41.76556,-72.675989
HappyEid,30.5293423,75.8712075
Caught,50.9896648,-1.5003245
Demo,36.163011,-86.777068
WildTrailsIndiaApp,15.0715227,75.0409358
SPIRITUAL,8.959021,77.312938
WISDOM,42.334741,-98.2409837
AadharCard,28.7115475,77.1777213
Record,36.1521981,-86.7779837
BestTech,34.217274,-118.3622468
BleakEid,35.949515,-83.9560995
Rohinga,51.520295,0.032094
MajuliPolice,26.9447712,94.16462
CHINA,35.86166,104.195397
COMMUNIST,40.744869,-73.996736
SUCKS,37.3514647,-121.8608256
EIDMubarak,31.0346968,31.3998809
TOIWorld,40.7780098,-73.979569
CentralOil,42.1437255,-72.6107098
Harewa,28.1017308,83.4376749
Pradesh,26.8467088,80.9461592
UR,46.7738629,8.6025153
LUV,42.368559,-83.3377642
VivekKaul,43.1226033,-77.6234823
Diary,51.5233911,-0.0834766
Kempty,30.4950551,78.0395149
abhishek_AdityaNew,28.5662926,77.3340297
ChrisPaul,28.703924,-81.464387
SunithaNahar,21.2549142,81.633312
Sewage,40.1634809,-79.8687087
Happiness,41.833948,-87.645827
Spiritual,8.959021,77.312938
Wisdom,42.334741,-98.2409837
Superfund,47.5387334,-116.1385528
IDS,40.5400738,-111.869734
DRAUGHT,35.2284435,-80.8546724
BECAUSE,41.882207,-87.639394
AanchalGoenka,28.579516,77.196826
Kai,29.5127632,-98.5340355
EID,61.9206441,6.0118765
HASHTAG,47.6503977,-122.3423505
Kotuali,23.7106805,90.4089838
Monipur,23.7948994,90.3750399
Boro,40.2660017,-76.6977272
Set,33.5726728,-111.7228057
QuickE,51.2053222,3.2194368
SRK,39.7494866,-104.9948339
GanpatiVisarjan,19.2081837,73.1069838
Quint,43.9972927,-71.1325702
Symbol,37.2739756,-84.1388213
JailBreak,39.1241638,-76.8231651
Die,44.751036,5.370536
VanessaCarlton,-33.9445562,151.0927739
Meghauli,27.5820113,84.2173403
U.S.ArmyNationalGuardStaffSgt,41.696304,-71.496932
CBO,38.8844275,-77.0139427
HOUSE,-28.1156163,148.7295452
SC,33.836081,-81.1637245
HelpBrad,44.9844918,-93.2719393
Labor,40.7234537,-74.0068457
MITCHSMITH,34.1594397,-86.8365487
Telegraph,30.3274155,-99.9061814
TISSCertificateCourse,19.045317,72.912346
SouthAsiafloods,34.6257274,118.0748005
HighTide,33.3045314,-111.7572391
LocalTrains,19.1418868,72.9376504
Chaos,44.7644864,-91.4646308
TharadBanaskantha,24.396687,71.6271514
MALDA,25.1785773,88.2461183
ASANSOL,23.6739452,86.9523954
MAd,47.162494,19.5033041
Lanka,7.873054,80.771797
Washington,47.7510741,-120.7401385
Silt,39.5485917,-107.6561707
DIPP,31.855767,-106.063945
MONEY,34.1742914,-88.7220435
ALWAYS,37.7822569,-122.3922953
RatanSharda55,19.0815968,72.8324888
Muraut,25.4819437,86.8872587
PrayForChennai,13.0492445,80.2537816
Calcutta,22.572646,88.363895
Manage,50.50303,4.23529
Sikkim,27.5329718,88.5122178
BiharDisaster,25.607698,85.116852
SaptariYouth,26.5442853,86.7449809
ShekharGupta,40.9895767,-75.2204668
GreatBihar,26.9841689,84.8532888
SevenDistricts,34.7131589,113.6327569
UPfloods,40.756777,-73.777597
ManikSarkar,25.2546508,86.9818282
Tripura2,24.3005705,92.147119
Huston,43.6101592,-116.7831959
Casey,39.2992037,-87.9925339
Hindus,11.0081453,76.971597
LalbabuPrasad,25.5860525,85.1111933
Simple,45.5113503,-122.6631644
ABCFlood,33.8716648,-118.0598651
BuildsHome,35.415203,-79.22885
Susta,26.0847831,85.3924052
StacyLewis,42.6918297,-84.5485219
Editorial,45.4999827,-73.5746913
NationalSecurities,47.6062177,-122.333842
JungleKaudia,26.877521,83.301757
PleaseHelp,45.6938938,-0.3288133
Privacy,13.8244177,100.5701466
BRICS,40.6886419,-73.9791298
Gurgaon,28.4594965,77.0266383
RamRahimMumbai,19.161865,72.936407
SergioGarcia,37.5680324,-6.1002854
ChennaiFloods,13.069988,80.271063
Zomato,28.450334,77.075263
OMGMumbai,19.1395461,72.8269348
NorCalG16,39.1203055,-121.5648389
NorthIndiaFlood,42.1160255,-96.3670388
SaveMumbai,19.0606893,72.836812
Town,35.1495343,-90.0489801
Necessity,39.812516,-79.5912457
RainGods,51.4946157,-0.1353367
Repeat,44.926838,-93.1565257
Mah,38.6374597,-90.2394551
Bible,40.2816397,-75.3038108
FMPB,13.1166677,80.152568
SankarshanT,20.6670621,85.5298005
Living,33.658084,-117.744034
Ban,48.7188444,18.2603402
Whic,32.7710462,-117.1583154
Bcoz,31.28911,75.5802958
ICONIC,45.5348056,-122.6423401
CHILL,32.9330934,-97.0786242
Time,40.7560865,-73.9901118
Cars,33.438038,-82.011497
KumkumBhagya,17.4620901,78.3439749
California,36.778261,-119.4179324
MCGMHelpline,19.2331389,72.8258562
ArnabGoswami,26.1622553,91.7674486
Kurla,19.0599836,72.889999
CentralLine,51.6663427,-0.3565129
DadarWest,19.0235976,72.8378125
Follow,36.6794292,137.2096421
CST,33.912103,-117.267052
MulundStation,19.1565109,72.9637728
NiagaraFalls,43.0962143,-79.0377388
CentralRailway,52.7686262,-1.195842
Elphinstone,-37.1,144.333333
Instant,22.2801875,114.1583199
Churchgate,18.9322453,72.8264378
